vCar,NGear,gLong,gLat,sRun,tRun,aSteerNeutral,xCar,yCar,gSum,rPedal
23.267966920346463,1,-1.1763305664,-13.1108064651,173.856918335,14.365486145,-25.649602342277962,-6.1628623009,29.1195144653,13.1634721756,0
23.87156903750477,1,0.5493237376,-19.5987949371,174.8560943604,14.516169548,-29.471211005731266,-5.4013390541,28.4815292358,19.6064910889,100
23.87156903750477,1,0.8449618816,-15.3018865585,175.8552703857,14.664065361,-23.807696692483443,-4.9609379768,27.5990314484,15.3251981735,100
24.771324558460353,1,1.5529971123,-5.839015007,176.8544464111,14.8071680069,-8.494684073540165,-4.823890686,26.6169490814,6.0420107841,100
25.500840195047843,1,-2.9881589413,4.4453320503,177.8536224365,14.9604892731,7.7204087048921926,-4.7651772499,25.6189289093,5.3563113213,0
21.420550376199696,1,-3.0744585991,9.4648694992,178.8527984619,15.1255664825,22.24738266182807,-4.6122994423,24.6271686554,9.9516859055,0
22.159517680305854,1,0.6246427894,16.2429065704,179.8519744873,15.2878789902,33.260944881125845,-4.2232313156,23.7055778503,16.2549133301,100
22.162914856468113,1,0.6122843027,15.3692789078,180.8511505127,15.4476518631,31.81686530294882,-3.4610004425,23.0861244202,15.3814697266,100
22.8639209941032,1,4.5687026978,8.7937088013,181.8503417969,15.5919876099,17.466002649739032,-2.4932603836,22.8808193207,9.9097108841,100
26.97853276141379,1,11.27302742,4.0371451378,182.8495178223,15.7114009857,5.075242072450396,-1.4967757463,22.8299236298,11.9741258621,100
33.266667646465876,1,15.3953485489,1.7838312387,183.8486938477,15.810874939,1.544502567019806,-0.4974776804,22.8084793091,15.4983482361,100
39.05481342150926,1,16.191072464,1.3531711102,184.847869873,15.8973827362,0.8841855416315533,0.501991272,22.8024120331,16.2475204468,100
44.10583553449157,1,15.6949863434,0.7678723931,185.8470458984,15.975189209,0.4053900312456912,1.5014402866,22.806476593,15.7137594223,100
48.355312954589635,1,14.5082798004,-0.110462226,186.8462219238,16.0469245911,-0.04971350815375086,2.5008335114,22.8152046204,14.5087003708,100
51.930862080870334,1,13.3804454803,-0.8672389388,187.8453979492,16.1141662598,-0.3434069699543128,3.5002086163,22.8229503632,13.4085206985,100
55.05730763883388,1,12.5597085953,-1.1308662891,188.8445739746,16.1778793335,-0.4023199915990873,4.4995732307,22.8257312775,12.6105165482,100
57.856484476452415,1,11.91223526,-1.0504096746,189.84375,16.2387142181,-0.340842210328079,5.4989013672,22.8237724304,11.9584579468,100
60.401396686202645,1,11.3735427856,-0.881765306,190.8429412842,16.2971343994,-0.2639508215848643,6.4981765747,22.8179244995,11.4076719284,100
